reviewer,date,location,contribution,help_vote,with_img,rating,review_title,review_content,date_of_stay,response_title,response_date,response_content,response_helpful,Hotel,Url
https://www.tripadvisor.com/Profile/hk_nic,Nic wrote a review Jun 2023,"Hong Kong, China",10 contributions,9 helpful votes,f,50,A magical stay despite the stormy weather,"Taking my kid for a relaxing weekend after school exam. It was a nice experience. Disney themed activities everywhere in the hotel. Best staycation for kids and to end with a day to the park, makes the complete trip magical!!! We will return again.",June 2023,"Response from DEL GSM, Guest Services / Front Office at Disney Explorers Lodge
Responded Jun 18, 2023",2023-06-19,"Dear hk_nic, Thank you for choosing Disney Explorers Lodge to be your staycation enjoyment. We appreciate your valuable time contributed to write us a note of your pleasantly stay at our property. Your 5-star rating is definitely one of the important highlights during the week that will be shared with our teams. Thank you for your compliments paid to your entire experiences and glad to know that your kids loved our themed activities. Positive comments are always rewarding to drive up teams spirit with encouragement. Thank you! It will be a great pleasure to welcome you back. Hope to see you soon! Best Regards, Michael Lock Senior Manager, Hotel Operations",,Disney Explorers Lodge,https://www.tripadvisor.com/Hotel_Review-g294217-d12157399-Reviews-Disney_Explorers_Lodge-Hong_Kong.html#REVIEWS
https://www.tripadvisor.com/Profile/tinav614,tina v wrote a review Jun 2023,,1 contribution,,t,50,I had a wondeful stay!,The staff are very friendly and super helpful. The hotel facilities are top notch. Very clean and spacipus rooms. Truly made for families or groups of friends. Would definitely consider this in my future stays!,June 2023,"Response from DEL GSM, Guest Services / Front Office at Disney Explorers Lodge
Responded Jun 18, 2023",2023-06-19,"Dear tinav614, Thank you for your recent stay at our Lodge, and contributed your valuable time to provide a positive commentary of your staying experience. Thanks for your amazing 5-star rating! It is always rewarding to receive compliments from our guests to express their satisfactory experience in staying at our property, enjoying the accommodation and facilities as well as our Cast Members' service excellence. Your benevolent note definitely made our day! Thank you! Your future stay with us is certainly being looked forward. Hope to see you soon! Best Regards, Michael Lock Senior Manager, Hotel Operations",,Disney Explorers Lodge,https://www.tripadvisor.com/Hotel_Review-g294217-d12157399-Reviews-Disney_Explorers_Lodge-Hong_Kong.html#REVIEWS
https://www.tripadvisor.com/Profile/Jinyang93,Jinyang wrote a review Jun 2023,Singapore,5 contributions,,t,50,A Disney sanctuary by the sea,"A top-notch hotel located within the Disney resort! The rooms are well-furnished to the exploration theme and the gardens are themed to the different continents and Disney characters. You can also enjoy the sea breeze from the sea next to the hotel. What left a memorable impression on me will definitely be the service provided by the cast members at the check-in counter to the ones at the activity centre. And also special mention for hotel manager Mr Frankie for his warm hospitality which surprised me at the end of the day after returning to the hotel from Disneyland. I truly appreciate your kind gesture. Having been to several Disney parks around the world, I would say Disney explorers lodge is certainly worth checking out!",June 2023,"Response from DEL GSM, Guest Services / Front Office at Disney Explorers Lodge
Responded Jun 10, 2023",2023-06-11,"Dear Jinyang93, Thank you for your recent stay at our Lodge and contributed your valuable time to write a review of your staying experience. Thank you for your amazing 5-star rating! We are thrilled to hear of your wonderful time experienced from our Lodge with the environment, facilities and Cast Members' services. The teams are truly motivated to acknowledge that our services had kept you a lasting memorable impression. Your encouraging note will certainly be shared with Frankie and the teams for their efforts provided for your excellent stay. Thank you for inputting added value to our team spirit! We are looking forward to welcoming you back hopefully in a not too distant future! Kind Regards, Michael Lock Senior Manager, Hotel Operations",,Disney Explorers Lodge,https://www.tripadvisor.com/Hotel_Review-g294217-d12157399-Reviews-Disney_Explorers_Lodge-Hong_Kong.html#REVIEWS
https://www.tripadvisor.com/Profile/Erinnekath,Erin V wrote a review Jun 2023,,4 contributions,,f,50,Def worth the bucks!,"Our stay was nothing short of magical. They were really kid-friendly. The staff are really proactive-like they have anticipated what you need before you ask for it. We arrived way before check-in time but they allowed us to go to the room early. The food was also good IMO, but it a little pricey. 3d2n was very short, I wish we had stayed longer. Will definitely come back!",June 2023,"Response from DEL GSM, Guest Services / Front Office at Disney Explorers Lodge
Responded Jun 10, 2023",2023-06-11,"Dear Erinnekath, Thank you for choosing Disney Explorers Lodge as a staying location. We appreciate your valuable time contributed to write a review of your stay. Your compliments made our day! It is always rewarding to hear cheers from our guests to tell us of their wonderful experiences they enjoyed from our hotel's accommodation and Cast Members' service excellence. It is our pleasure to commend our teams for their professionalism provided to our honorable guests with a memorable Disney stay. We definitely will share your benevolent note to the teams which is certainly an added value to our team spirit. Thank you! We passionately look forward to welcoming you back in a not too distant future. Hope to see you soon! Best Regards, Michael Lock Senior Manager, Hotel Operations",,Disney Explorers Lodge,https://www.tripadvisor.com/Hotel_Review-g294217-d12157399-Reviews-Disney_Explorers_Lodge-Hong_Kong.html#REVIEWS
https://www.tripadvisor.com/Profile/Kartik54,Kartik54 wrote a review Jun 2023,"Mumbai, India",248 contributions,101 helpful votes,t,40,Good hotel for Disney land visitors with spacious well kept rooms and huge set up,"Excellent hotel , spacious rooms, overlooking the river, good staff and lush green environment with choice of restaurants and good shuttle bus service to nearest metro station. Not much of Disney fan fare as the name suggests but will find traces of Disney branding on cutlery, toiletries and the like. Good swimming pool and good private access to the shore line",June 2023,"Response from DEL GSM, Guest Services / Front Office at Disney Explorers Lodge
Responded Jun 10, 2023",2023-06-11,"Dear Kartik P, Thank you for your recent stay at Disney Explorers Lodge. Your time contributed to write a review of your staying experience is truly appreciated. We are glad to know of your enjoyable stay with our hotel environment, dining experience and facilities. It is always encouraged to receive positive comments, which definitely have driven the motivation of our Cast Members to achieve in providing the best accommodation and services to each of our honorable guest. Thank you! We look forward for your revisit stay to enjoy another Disney experience. Hope to see you soon! Best Regards, Michael Lock Senior Manager, Hotel Operations",,Disney Explorers Lodge,https://www.tripadvisor.com/Hotel_Review-g294217-d12157399-Reviews-Disney_Explorers_Lodge-Hong_Kong.html#REVIEWS
https://www.tripadvisor.com/Profile/961colink,Colin wrote a review May 2023,"Cape Coral, Florida",409 contributions,224 helpful votes,t,50,Disney Hotel straight out of heaven,My first visit at a Disney hotel in Hong Kong and what can I say - from all my hotel stays in any Disney hotels around the world this was the most pleasant stay I have ever had. When we arrived and the gates open - it was just like out of storybook- a dream and beautiful picture - just marvelous. The theming was on the point perfekt - from every angel you look at it and every corner or gap ... perfection! The staff was over the top friendly - we got a nice room upgrade with stunning sea view and a very spacious layout. Again incredibly themed and perfection in every details - nice souvenirs for kids and grown ups equally as well as free water - fridge and a safe. All in all everything you need plus much more. The outdoor area - the views on the ocean - the pool ... everything…,April 2023,"Response from DEL GSM, Guest Services / Front Office at Disney Explorers Lodge
Responded May 27, 2023",2023-05-28,"Dear 961colink, Thank you for your stay at our Lodge and glad to receive your amazing review with a 5-star rating. Your valuable time contributed to write such a nice note is truly appreciated. Your comments are stunning to our teams! We are glad to know that you enjoyed a wonderful time at our property with the hotel's themed environment, accommodation, facilities and our Cast Members' service excellence. Our teams are certainly encouraged and motivated by the cheers and praises you paid for your stay, which are definitely the significant highlights during the week we received. Much obliged! We passionately look forward to welcoming you back for another memorable Disney journey. It will be such a pleasure to see you and your family back! Best Regards, Michael Lock Senior Manager, Hotel Operations.",,Disney Explorers Lodge,https://www.tripadvisor.com/Hotel_Review-g294217-d12157399-Reviews-Disney_Explorers_Lodge-Hong_Kong.html#REVIEWS
https://www.tripadvisor.com/Profile/TopNotchHongKong,TopNotchHongKong wrote a review May 2023,Hong Kong,45 contributions,54 helpful votes,t,50,Disney Explorers Lodge,Back again to this Hotel! We love this hotel from the angle of the Greenery around. Usual good things as per our last review. F&B Offering great! Pool was great! Got a special Birthday Gazebo Package with Food by the poolside! Cool!,September 2022,"Response from DEL GSM, Guest Services / Front Office at Disney Explorers Lodge
Responded May 20, 2023",2023-05-21,"Dear TopNotchHongKong, Thank you for your continuous support to HKDL for a repeated stay at our Lodge! Thank you for your amazing 5-star rating! We are glad to know that our greenery environment has given you a lastingly nice impression. Your sharing of nice F&B experience and fun time enjoyed at the pool is thrilled to be acknowledged - certainly all the teams are highly encouraged and motivated by your positive comments for their efforts made for your wonderful stay. Hope to see you soon for enjoying another wonderful Disney experience! Best Regards, Michael Lock Senior Manager, Hotel Operations",,Disney Explorers Lodge,https://www.tripadvisor.com/Hotel_Review-g294217-d12157399-Reviews-Disney_Explorers_Lodge-Hong_Kong.html#REVIEWS
https://www.tripadvisor.com/Profile/lovefforblue,lovefforblue wrote a review May 2023,,31 contributions,19 helpful votes,f,50,Loved it,Loved our stay here. The staff was extremely helpful and we had a fabulous time. From the minute we walked in it felt like they wanted us to have a good time there. There was a small glitch towards the end but they fixed it rightaway. The free shuttle to Disney was very convenient. The option to go in and out of the park was definitely a big advantage.,May 2023,"Response from DEL GSM, Guest Services / Front Office at Disney Explorers Lodge
Responded May 7, 2023",2023-05-08,"Dear lovefforblue, Firstly, thank you for your amazing 5-star rating! Thank you for your recent stay at our Lodge and provided a nice note to share your staying experience. It is always motivated and encouraged to receive compliments. Your benevolent note is certainly one of the important highlights during the week to commend our Cast Members for their contributions paid for your memorable stay. We will definitely share your comments to the teams. Much obliged! We look forward to welcoming you back in a not too distant future! Hope to see you again soon! Best Regards, Michael Lock Senior Manager, Hotel Operations",,Disney Explorers Lodge,https://www.tripadvisor.com/Hotel_Review-g294217-d12157399-Reviews-Disney_Explorers_Lodge-Hong_Kong.html#REVIEWS
https://www.tripadvisor.com/Profile/ShannenW_12,Shannen W wrote a review Apr 2023,Kota Kinabalu,13 contributions,4 helpful votes,t,50,Wonderful.,Truly magical and the happiest place on earth for the kids. We are happy as long as the kids are happy and enjoying themselves. Our 3rd visit. We booked 2 connecting rooms. Clean and spacious. Room amenities are basic and enough. Kids were disappointed there wasn’t a bath tub. Overall we had good experiences as expected and should. The pool was clean and the staff were patience and polite.,April 2023,"Response from DEL GSM, Guest Services / Front Office at Disney Explorers Lodge
Responded Apr 30, 2023",2023-05-01,"Dear ShannenW_12, We truly appreciate your continuous support to Hong Kong Disneyland and be our repeated guests. Your valuable time contributed to provide a review of your recent stay is thankful. Thank you for your amazing 5-star rating to tell us of your wonderful time with us, enjoying the accommodation, facilities and our Cast Members' services. It is always rewarding to be told by our guests for their enjoyable stay at our property. More than positive comments, your note is certainly an added value to our team spirit. Much obliged! We passionately look forward to welcoming you back to our Lodge to enjoy another Disney stay! It will be such a pleasure to seeing you and your family again! Best Regards, Michael Lock Senior Manager, Hotel Operations",,Disney Explorers Lodge,https://www.tripadvisor.com/Hotel_Review-g294217-d12157399-Reviews-Disney_Explorers_Lodge-Hong_Kong.html#REVIEWS
https://www.tripadvisor.com/Profile/widiatiw2019,Widiati w wrote a review Apr 2023,,1 contribution,1 helpful vote,t,20,"Soso hotel, poorservices","First time here and won't return. Price is as same as Disneyland Hotel but less service. It was okay stays, However the price is not okay. Price range is almost nearly same as Disneyland Hotel, but longer queue at front desk, bus. They charge premium price like 5 star hotel in Hong Kong but provide a self serve type hotel like a holiday inn express, or moxy. They charge 10% service charge but don't really have a service here. There is a bell desk but there is actually no bell service. They asked us to pick up luggages at luggage room outside and cast member did not care even our Uber arrived. Those are the bad things i wanna point out for Disney travellers: Room is spacious with no bathtub. All 4 room types are all same just different views. So make sure dont book the…",April 2023,"Response from DEL GSM, Guest Services / Front Office at Disney Explorers Lodge
Responded Apr 24, 2023",2023-04-25,"Dear widiatiw2019, Thank you for your recent stay at our Lodge and contributed your valuable time to write a candid review of your staying experience. We appreciate your note to bring our attention to your mentioned concerns. It is regretful to know that some of our facilities and services did not meet your expectation. Please accept our apologies for letting you down. It is never our intention to disappoint any of our guest. HKDL continuously strives for bringing good services and more excitements for our guests to enjoy Disney's exceptional experience. Your comments, which are truly appreciated, will be seriously reviewed with the teams for our service enhancement. Thanks again for your note. We look forward to having the pleasure of welcoming you back. Best Regards, Michael Lock Senior Manager, Hotel Operations",1,Disney Explorers Lodge,https://www.tripadvisor.com/Hotel_Review-g294217-d12157399-Reviews-Disney_Explorers_Lodge-Hong_Kong.html#REVIEWS
https://www.tripadvisor.com/Profile/DuyAnh92,DuyAnh92 wrote a review Apr 2023,"Ho Chi Minh City, Vietnam",69 contributions,48 helpful votes,t,20,Third time here and likely won't return. Price is as same as Disneyland Hotel but less service.,"I've been here 3 times and it was okay stays, However the price is not okay. Price range is almost nearly same as Disneyland Hotel, but longer queue at front desk, bus. They charge premium price like 5 star hotel in Hong Kong but provide a self serve type hotel like a holiday inn express, or moxy. They charge 10% service charge but don't really have a service here. There is a bell desk but there is actually no bell service. They asked us to pick up luggages at luggage room outside and cast member did not care even our Uber arrived. Those are the bad things i wanna point out for Disney travellers: Room is spacious but weird design with no bathtub. All 4 room types are all same just different views. So make sure dont book the expensive one. You have no welcome amenities. …",March 2023,"Response from DEL GSM, Guest Services / Front Office at Disney Explorers Lodge
Responded Apr 3, 2023",2023-04-04,"Dear DuyAnh92, Thank you for your support to Hong Kong Disneyland and be our repeated guest. Thank you for choosing to stay at Disney Explorers Lodge. Your valuable time contributed to provide some feedback of your stay is appreciated. It is never our intention to disappoint any of our guests. We are apologetic about some of the services did not meet your expectation. Your comments are remarked for an earnest approach to be made with the relevant teams for proper review. We again thank you for your opinions that will assist our teams to enhance our service standard and guest experience. We look forward for your re-visit stay to experience another Disney journey! Best Regards, Michael Lock Senior Manager, Hotel Operations",,Disney Explorers Lodge,https://www.tripadvisor.com/Hotel_Review-g294217-d12157399-Reviews-Disney_Explorers_Lodge-Hong_Kong.html#REVIEWS
